index	officeName	address	latitude	longitude	nearestBranch2	nrstBrDist2	nearestBranch1	nrstBrDist1	nearestBranch	nrstBrDist
532	인천계양우체국	인천 계양구 계산새로 76 (계산동)	37.5374862	126.7362642	인천임학동(취)	822	인천계산동우체국	1291	인천계산동우체국	1291
533	인천공단우체국	인천광역시 서구 가재울로 72 (가좌동)	37.478092	126.681153	인천삼덕아파트(취)	1304	인천가좌2동우체국	1737	인천삼덕아파트(취)	1304
534	인천공항우체국	인천광역시 중구 공항로 272 (운서동) 인천국제공항 여객터미널 2층	37.4601908	126.4406957	인천운서동우체국	5594	국제우편물류센터	3111	국제우편물류센터	3111
535	인천구월동우체국	인천광역시 남동구 인주대로 554(구월동)	37.4499258	126.6982102	인천주안8동(취)	716	남인천우체국	1167	남인천우체국	1167
536	인천구월아파트(취)	인천 남동구 호구포로 775(구월동)	37.4403275	126.7113118	인천남촌동(취)	1014	인천구월동우체국	1578	인천서창동우체국	3734
537	인천남동공단우체국	인천광역시 남동구 남동대로239번길 86(논현동)	37.4086613	126.6948695	인천우체국	1213	인천구월아파트(취)	3806	인천구월아파트(취)	3806
538	인천남동우체국	인천광역시 남동구 논현로46번길 7	37.401106	126.7105186	인천논현동우체국	1363	인천남동공단우체국	1624	인천논현동우체국	1363
539	인천남촌동(취)	인천광역시 남동구 남촌로 120(남촌동)	37.4312434	126.7125703	인천논현동우체국	2003	인천구월아파트(취)	1014	인천구월아파트(취)	1014
540	인천논현동우체국	인천광역시 남동구 남동대로370번길 137(논현동)	37.4131985	126.7132407	인천우체국	2100	인천남동우체국	1363	인천남동공단우체국	1709
541	인천대학교(취)	인천광역시 연수구 아카데미로 119(송도동) 인천대학교	37.3750548	126.6328998	인천송도동우체국	2455	인천남동공단우체국	6653	인천연세대학교(취)	3274
542	인천동암우체국	인천광역시 부평구 열우물로 15 (십정2동)	37.4697741	126.7005396	인천백운(취)	794	남인천우체국	1106	인천백운(취)	794
543	인천동춘2동(취)	"인천광역시 연수구 먼우금로63번길 13, 114호(동춘동, 아주아파트)"	37.4038933	126.6687136	인천연수2동(취)	1202	인천남동공단우체국	2384	인천남동공단우체국	2384
544	인천만석동우체국	인천광역시 동구 제물량로 341 (만석동)	37.4820642	126.6196666	인천중동우체국	1376	인천공단우체국	5484	인천송림동우체국	2399
545	인천만수1동우체국	인천광역시 남동구 인주대로 907(만수동)	37.4483328	126.7383419	인천만수6동우체국	538	인천구월아파트(취)	2562	인천만수단지우체국	1273
546	인천만수6동우체국	인천광역시 남동구 장승남로 43(만수동)	37.4435754	126.7371629	인천서창동우체국	1778	인천만수1동우체국	538	인천만수1동우체국	538
547	인천만수단지우체국	인천광역시 남동구 만수로50번길 31(만수동)	37.4595492	126.7353356	인천일신풍림(취)	2816	인천만수1동우체국	1273	인천구월아파트(취)	3018
548	인천백운(취)	인천광역시 부평구 경인로 731 (십정2동)	37.4738196	126.7079152	인천삼덕아파트(취)	2259	인천동암우체국	794	인천간석동우체국	1371
549	인천부개동우체국	인천광역시 부평구 부흥북로 153 (부개3동)	37.5007354	126.7393946	인천부평5동(취)	708	부천상동우체국	1101	인천부평5동(취)	708
550	인천부평4동(취)	인천광역시 부평구 신트리로8번길 29 (부평4동)	37.5048849	126.7225669	인천부평5동(취)	1066	부평우체국	1325	인천부평5동(취)	1066
551	인천부평5동(취)	인천광역시 부평구 부흥로 359 (부평5동)	37.4987657	126.7318146	인천삼산동우체국	1509	인천부개동우체국	708	인천삼산동우체국	1509
552	인천불로(취)	인천광역시 서구 검단로 807	37.6168329	126.6877902	인천원당우체국	2489	김포감정동(취)	1746	김포감정동(취)	1746
553	인천산곡2동우체국	인천광역시 부평구 마장로272번길 95 (산곡2동)	37.5026888	126.7083711	인천삼산동우체국	2708	부평우체국	683	부평우체국	683
554	인천삼덕아파트(취)	인천광역시 미추홀구 석정로 437 (주안동)	37.4665861	126.6841631	인천주안4동(취)	999	남인천우체국	1293	인천주안4동(취)	999
555	인천삼산동우체국	인천광역시 부평구 굴포로 141 (삼산동)	37.5118136	126.7366226	인천작전동우체국	1914	인천부개동우체국	1253	인천작전동우체국	1914
556	인천서창동우체국	인천 남동구 서창방산로 67	37.4331494	126.752354	인천한화지구우체국	5116	인천만수6동우체국	1778	시흥대야동우체국	3254
557	인천송도동우체국	인천광역시 연수구 하모니로35번길 2 (송도동)	37.3912193	126.6517649	인천연세대학교(취)	1719	인천동춘2동(취)	2061	인천연세대학교(취)	1719
558	인천송림동우체국	인천광역시 동구 동산로 90 (송림동)	37.4753511	126.6453234	인천숭의동우체국	1442	인천만석동우체국	2399	남인천우체국	4841
559	인천숭의동우체국	인천광역시 미추홀구 인중로 4 (숭의동)	37.4625823	126.6423063	인천용현5동(취)	1020	인천송림동우체국	1442	인천송림동우체국	1442
560	인천신현동(취)	인천광역시 서구 염곡로 345 성신교회	37.5121292	126.6683694	인천청라1동우체국	2572	인천가좌2동우체국	2552	인천청라1동우체국	2572
561	인천연세대학교(취)	인천광역시 연수구 송도과학로 85 (송도동) Y프라자	37.383184	126.668307	인천연수2동(취)	3252	인천송도동우체국	1719	인천동춘2동(취)	2298
562	인천연수2동(취)	인천광역시 연수구 샘말로8번길 20 (연수동)	37.4113148	126.6785621	인천우체국	1388	인천동춘2동(취)	1202	인천동춘2동(취)	1202
563	인천옥련동우체국	인천광역시 연수구 한진로38번길 9 (옥련동)	37.4260237	126.6487153	인천지방법원우체국	2502	인천동춘2동(취)	3032	인천지방법원우체국	2502
564	인천용현5동(취)	인천광역시 미추홀구 토금북로 14-1 (용현동)	37.4548793	126.6360327	인하대학교(취)	1642	인천숭의동우체국	1020	인천숭의동우체국	1020
565	인천우체국	인천광역시 연수구 함박뫼로 226(연수동)	37.419097	126.6907887	인천주안8동(취)	3260	인천남동공단우체국	1213	인천남동공단우체국	1213
566	인천운서동우체국	인천광역시 중구 흰바위로27번길 6 (운서동)	37.4931059	126.488349	인천항동우체국	10808	국제우편물류센터	3056	국제우편물류센터	3056
567	인천원당우체국	인천광역시 서구 고산후로121번길 38 인천원당우체국	37.5951903	126.6951595	인천임학동(취)	6585	검단우체국	1545	검단우체국	1545
568	인천유통센타(취)	인천광역시 동구 방축로83번길 23 (송림동)	37.4859001	126.6550853	인천중동우체국	3329	인천송림동우체국	1457	인천송림동우체국	1457
569	인천일신풍림(취)	인천광역시 부평구 일신로14번길 3 (일신동)	37.4836435	126.7452968	인천지법부천지원우체국	1423	부천상동우체국	1566	인천지법부천지원우체국	1423
570	인천임학동(취)	인천 계양구 임학서로6번길 8 (임학동)	37.5446833	126.7340515	인천작전동우체국	1929	인천계양우체국	822	인천계양우체국	822
571	인천작전동우체국	인천 계양구 효서로 292 (작전동)	37.5278456	126.7286591	인천지법부천지원우체국	4748	인천계양우체국	1265	인천계양우체국	1265
572	인천주안4동(취)	인천광역시 미추홀구 경인로 418 (주안동)	37.457787	126.6865405	인천주안8동(취)	1087	남인천우체국	926	남인천우체국	926
573	인천주안8동(취)	인천광역시 미추홀구 경원대로 740 (주안동)	37.4484722	126.690356	주안우체국	1856	인천구월동우체국	716	인천구월동우체국	716
574	인천중동우체국	인천광역시 중구 제물량로 183 (항동6가)	37.4700125	126.6233124	인천항동우체국	2836	인천만석동우체국	1376	인천만석동우체국	1376
575	인천지방법원우체국	인천광역시 미추홀구 소성로163번길 17 (학익동)	37.4426722	126.667699	인천학익동우체국	332	인천주안8동(취)	2114	인천주안8동(취)	2114
576	인천지법부천지원우체국	경기 부천시 상일로 129 (상동)	37.4918763	126.7575775	주안우체국	8317	부천상동우체국	824	부천상동우체국	824
577	인천청라1동우체국	인천 서구 청라라임로 52	37.5321616	126.65382	주안우체국	8352	인천신현동(취)	2572	서인천우체국	2791
578	인천학익동우체국	인천광역시 미추홀구 한나루로 430 (학익동)	37.4455331	126.6665928	인하대학교(취)	1267	인천지방법원우체국	332	인천지방법원우체국	332
579	인천한화지구우체국	인천광역시 남동구 에코중앙로 178(논현동)	37.3916334	126.7273405	주안우체국	8829	인천남동우체국	1828	인천남동우체국	1828
580	인천항동우체국	인천광역시 중구 연안부두로 67 (항동7가)	37.4532219	126.5992578	인하대학교(취)	4834	인천중동우체국	2836	인천용현5동(취)	3274
581	인하대학교(취)	인천광역시 미추홀구 인하로 100 (용현동)	37.4500221	126.653488	주안우체국	2038	인천학익동우체국	1267	인천지방법원우체국	1503
582	장호원우체국	경기 이천시 장호원읍 샘재로 146	37.1175756	127.6284108	점동우체국	10479	율면우체국	7902	율면우체국	7902
583	적성우체국	경기 파주시 적성면 청송로 1049	37.9559495	126.9211806	제92군사우편출장소	12343	신산우체국	8200	신산우체국	8200
584	전곡우체국	경기 연천군 전곡읍 전곡역로 69(전곡리 333-11)	38.024397	127.0705862	제92군사우편출장소	13750	연천우체국	8600	연천우체국	8600
585	점동우체국	경기 여주시 점동면 청안로 154	37.2076092	127.6639583	제505군사우편출장소	41500	강천우체국	8426	강천우체국	8426
586	정부과천청사우체국	경기 과천시 관문로 47 (중앙동)	37.4268286	126.9847533	하남우체국	16432	과천우체국	853	고양화전동우체국	21817
587	제103군사우편출장소	경기도 포천시 이동면 노곡리	38.0231721	127.3317854	포천이동우체국	3265	가평조종우체국	22872	포천이동우체국	3265
588	제109군사우편출장소	경기 파주시 조리읍 오산리 199-1	37.7787844	126.8426969	파주광탄(취)	557	봉일천우체국	5071	봉일천우체국	5071
589	제309군사우편출장소	경기도 평택시 신장로 55(신장동 298-15)	37.0822127	127.0511056	평택서정(취)	983	송탄우체국	497	평택이충동(취)	2347
590	제505군사우편출장소	경기도 용인시 처인구 학산로 3	37.2395495	127.198887	화성우체국	11314	용인역북(취)	491	용인역북(취)	491
591	제800군사우편출장소	경기도 평택시 포승면 2함대길 91(원정7리 산109-53)	36.9923179	126.8257927	포승우체국	4943	안중우체국	9024	안중우체국	9024
592	제92군사우편출장소	경기 동두천시 벌마들로39번길9-19	37.9024906	127.0429218	포천선단(취)	12199	동두천중앙동우체국	942	동두천광암동출장소	3730
593	주안우체국	인천광역시 미추홀구 제일로 32 (도화동)	37.4586136	126.6737504	통진우체국	26542	인천주안4동(취)	1140	인천주안4동(취)	1140
594	진건우체국	경기 남양주시 진건읍 사릉로 405	37.6560602	127.1793566	퇴계원우체국	3369	남양주왕숙천(취)	4032	남양주왕숙천(취)	4032
595	진위우체국	평택시 진위면 봉남길 62	37.0991855	127.0904631	평택LG전자(취)	2713	송탄우체국	3555	평택LG전자(취)	2713
596	진접우체국	경기 남양주시 진접읍 해밀예당1로 48	37.7127491	127.1872371	퇴계원우체국	8233	남양주장현(취)	856	남양주장현(취)	856
597	청북우체국	평택시 청북읍 신포길 70	37.0422305	126.9333704	평택현화우체국	6485	안중우체국	5798	안중우체국	5798
598	청평우체국	경기 가평군 청평면 잠곡로 19 (청평우체국)	37.7371331	127.4209214	포천일동우체국	24538	설악우체국	9127	설악우체국	9127
599	탄현우체국	경기 파주시 탄현면 방촌로 651	37.80231	126.7178993	파주금촌3동(취)	6220	문산우체국	8485	파주금촌3동(취)	6220
600	통진우체국	경기 김포시 통진읍 조강로 52(서암리 718-2)	37.6904045	126.6001663	하성우체국	4102	양곡우체국	4428	양곡우체국	4428
601	퇴계원우체국	경기 남양주시 퇴계원면 경춘북로 533	37.6475884	127.1429587	하남석해(취)	13432	진건우체국	3369	진건우체국	3369
602	퇴촌우체국	경기 광주시 퇴촌면 광동로 29	37.4707305	127.3060434	하남창우동우체국	10766	경기광주우체국	6690	경기광주태전(취)	11205
603	파주광탄(취)	경기도 파주시 광탄면 큰여울길 18 (신산리188-74)	37.7790043	126.8489585	파주금촌3동(취)	6564	제109군사우편출장소	557	제109군사우편출장소	557
604	파주금촌3동(취)	경기 파주시 시청로 209 (아동동)	37.7708709	126.7758208	파주우체국	1021	봉일천우체국	4049	파주우체국	1021
605	파주동패(취)	경기 파주시 교하로 421(동패동)	37.719762	126.7242439	파주운정동우체국	3200	교하우체국	1133	고양가좌동(취)	3783
606	파주우체국	경기 파주시 새꽃로 1 (금촌동)	37.7619892	126.7727867	파주운정동우체국	4027	파주금촌3동(취)	1021	파주운정동우체국	4027
607	파주운정동우체국	경기 파주시 금바위로 36 (와동동)	37.727433	126.758945	하성우체국	11594	파주동패(취)	3200	파주동패(취)	3200
608	팔탄우체국	경기 화성시 팔탄면 서촌길 13-1	37.1607493	126.9034088	화성향남우체국	3573	봉담우체국	8071	봉담우체국	8071
609	평택LG전자(취)	경기 평택시 진위면 엘지로 222	37.1236179	127.0892413	평택하북(취)	2673	진위우체국	2713	오산우체국	3271
610	평택대학교(취)	평택시 서동대로 3825	36.9950199	127.1332688	평택합정동우체국	3650	수원지법평택지원우체국	3658	평택우체국	3850
611	평택서정(취)	평택시 신서로 14 (서정동)	37.0742292	127.0463025	평택이충동(취)	2019	제309군사우편출장소	983	제309군사우편출장소	983
612	평택세교동(취)	평택시 세교상가5길 23 (세교동)	36.9990964	127.0809014	평택우체국	945	수원지법평택지원우체국	1873	평택우체국	945
613	평택안정(취)	평택시 팽성읍 안정쇼핑로 51	36.9619704	127.0473563	평택합정동우체국	5059	평택세교동(취)	5086	평택세교동(취)	5086
614	평택우체국	경기 평택시 중앙로 63 (비전동)	36.9946326	127.0899572	평택합정동우체국	633	평택세교동(취)	945	원곡우체국	6001
615	평택이충동(취)	경기 평택시 이충로108번길 17 (서정동)	37.0644577	127.0654663	평택중앙동우체국	1212	평택서정(취)	2019	원곡우체국	6351
616	평택중앙동우체국	평택시 서정역로 28 (서정동)	37.0566105	127.0559832	평택하북(취)	6070	평택이충동(취)	1212	평택이충동(취)	1212
617	평택하북(취)	평택시 진위면 하북1길 15	37.1109608	127.0636564	한신대학교(취)	9854	서탄우체국	2562	서탄우체국	2562
618	평택합정동우체국	평택시 평택3로 3 (합정동)	36.9893991	127.0928144	평택현화우체국	15321	평택우체국	633	평택우체국	633
619	평택현화우체국	평택시 안중읍 현화중앙길 69	36.9846977	126.9205804	현덕우체국	2115	안중우체국	853	안중우체국	853
620	포승우체국	평택시 포승읍 서동대로 1118	36.9803942	126.8793681	현덕우체국	3904	평택현화우체국	3695	평택현화우체국	3695
621	포천군내우체국	경기 포천시 군내면 청군로 3278(구읍리 214 )	37.8875274	127.218298	포천우체국	1789	대진대학교(취)	5768	동두천광암동출장소	11960
622	포천선단(취)	경기 포천시 호국로 1005	37.8545505	127.1664045	포천송우우체국	3112	대진대학교(취)	2054	포천송우우체국	3112
623	포천송우우체국	경기 포천시 소흘읍 솔모루로 105(송우리 221-1)	37.8305056	127.1483898	포천우체국	9215	포천선단(취)	3112	양주덕정동우체국	7653
624	포천신북우체국	경기 포천시 신북면 포천로 2152(심곡리 305-1 )	37.9422541	127.187591	포천우체국	4961	포천군내우체국	6658	포천군내우체국	6658
625	포천영중우체국	경기 포천시 영중면 양문로6길 6 (양문리 772-19 )	38.0006808	127.2430422	포천일동우체국	9739	포천신북우체국	8145	포천신북우체국	8145
626	포천우체국	경기 포천시 중앙로 159(신읍동)	37.8998764	127.2053596	포천일동우체국	12020	포천군내우체국	1789	포천군내우체국	1789
627	포천이동우체국	경기 포천시 이동면 화동로 2058-5(장암리 240-23 )	38.0315404	127.3670014	포천일동우체국	10172	제103군사우편출장소	3265	포천영중우체국	11540
628	포천일동우체국	경기 포천시 일동면 화동로 1068(기산리 82-7)	37.9453486	127.3280668	하남창우동우체국	45989	제103군사우편출장소	8643	포천영중우체국	9739
629	하남석해(취)	경기 하남시 하남대로777번길 14 (신장동)	37.5391895	127.2101739	하남창우동우체국	977	서울강일동우체국	4341	하남창우동우체국	977
630	하남우체국	경기 하남시 신장동로35	37.5003853	127.1451644	하남창우동우체국	8053	서울가락극동(취)	1243	성남가천대학교(취)	5427
631	하남창우동우체국	경기 하남시 대청로 80 (창우동)	37.5398993	127.221137	화성우체국	39014	하남석해(취)	977	덕소우체국	5352
632	하성우체국	경기 김포시 하성면 애기봉로 824(마곡리 629-9)	37.719302	126.6289346	화성와우(취)	64086	통진우체국	4102	통진우체국	4102
633	한신대학교(취)	경기 오산시 한신대길 137(양산동 한신대학교 내)	37.1935849	127.0230487	화성동탄3동우체국	3609	병점우체국	1805	오산세교우체국	3453
634	현덕우체국	평택시 현덕면 인광길 57	36.9656648	126.9192557	화성향남우체국	18288	평택현화우체국	2115	평택현화우체국	2115
635	화성동탄3동우체국	경기 화성시 동탄숲속로 69-39	37.2100028	127.0580954	화성우체국	1794	병점우체국	2155	화성우체국	1794
636	화성와우(취)	경기 화성시 봉담읍 와우로 112	37.2141091	126.9780938	화성우체국	8915	봉담우체국	1534	봉담우체국	1534
637	화성우체국	경기 화성시 노작로 240 (석우동)	37.2075709	127.0780446	화성향남우체국	16678	화성동탄3동우체국	1794	오산세교우체국	3787
638	화성향남우체국	경기 화성시 향남읍 행정서로3길 53	37.1304505	126.9170299			팔탄우체국	3573	팔탄우체국	3573
